Observationsstation;År;Månad;Dag;Tid [Lokal tid];Lufttemperatur [°C];Daggpunktstemperatur [°C];Molnighet [1/8];Lufttryck [hPa];Relativ luftfuktighet [%];Nederbördsmängd [mm];Snödjup [cm];Horisontell sikt [m];Vindriktning [°];Byvindshastighet [m/s];Vindhastighet [m/s]
Helsingfors Kajsaniemi;2025;1;15;16:20;0,8;-1,3;Molnigt (7/8);1023,3;86;0;5;37760;252;4,6;2,5
Helsingfors Kajsaniemi;2025;1;15;16:30;0,9;-1,2;Molnigt (7/8);1023,2;86;0;4;50000;258;4,1;2,6
Helsingfors Kajsaniemi;2025;1;15;16:40;1;-1,2;Molnigt (7/8);1023,2;85;0;4;50000;247;3,7;2
Helsingfors Kajsaniemi;2025;1;15;16:50;1;-1,2;Mulet (8/8);1023,2;85;0;5;50000;253;4,4;2,3
Helsingfors Kajsaniemi;2025;1;15;17:00;1,1;-1,1;Mulet (8/8);1022,9;85;0;5;50000;247;5;2,8
Helsingfors Kajsaniemi;2025;1;15;17:10;1,2;-1;Molnigt (7/8);1022,8;85;0;4;50000;246;4,9;2,8
Helsingfors Kajsaniemi;2025;1;15;17:20;1,2;-0,9;Molnigt (7/8);1022,6;86;0;5;50000;247;5,5;2,8
Helsingfors Kajsaniemi;2025;1;15;17:30;1,2;-0,9;Molnigt (7/8);1022,3;86;0;5;47030;238;6,6;3,5
Helsingfors Kajsaniemi;2025;1;15;17:40;1,2;-0,9;Molnigt (7/8);1022,3;86;0;5;50000;249;7,5;4,9
Helsingfors Kajsaniemi;2025;1;15;17:50;1,2;-0,9;Mulet (8/8);1022,4;86;0;4;50000;255;7;4,4
Helsingfors Kajsaniemi;2025;1;15;18:00;1,1;-0,9;Molnigt (7/8);1022,3;87;0;4;50000;259;6,1;4
Helsingfors Kajsaniemi;2025;1;15;18:10;1,1;-0,8;Molnigt (7/8);1022,1;87;0;5;50000;264;6;4,1
Helsingfors Kajsaniemi;2025;1;15;18:20;1,2;-0,7;Molnigt (7/8);1022,1;87;0;5;50000;250;5,6;3,1
Helsingfors Kajsaniemi;2025;1;15;18:30;1,2;-0,7;Mulet (8/8);1022,1;87;0;5;41620;259;5,6;3,7
Helsingfors Kajsaniemi;2025;1;15;18:40;1,2;-0,7;Mulet (8/8);1022,2;87;0;4;50000;265;6,2;3,8
Helsingfors Kajsaniemi;2025;1;15;18:50;1,2;-0,7;Mulet (8/8);1021,9;88;0;4;50000;256;6;4,2
Helsingfors Kajsaniemi;2025;1;15;19:00;1,2;-0,6;Molnigt (7/8);1021,8;87;0;4;47800;258;7,1;4
Helsingfors Kajsaniemi;2025;1;15;19:10;1,2;-0,5;Molnigt (7/8);1021,6;88;0;4;36920;251;7;4,5
Helsingfors Kajsaniemi;2025;1;15;19:20;1,3;-0,5;Molnigt (7/8);1021,4;88;0;5;40770;243;9,5;5,1
Helsingfors Kajsaniemi;2025;1;15;19:30;1,4;-0,4;Molnigt (7/8);1021,4;88;0;5;50000;251;9,5;5,3
Helsingfors Kajsaniemi;2025;1;15;19:40;1,4;-0,4;Molnigt (7/8);1021,4;88;0;5;50000;252;9;4,4
Helsingfors Kajsaniemi;2025;1;15;19:50;1,5;-0,4;Mulet (8/8);1021,2;88;0;5;50000;244;8,1;4,9
Helsingfors Kajsaniemi;2025;1;15;20:00;1,4;-0,4;Mulet (8/8);1021,3;88;0;5;50000;255;7,7;4,6
Helsingfors Kajsaniemi;2025;1;15;20:10;1,4;-0,3;Mulet (8/8);1021;88;0;5;50000;254;8,1;5
Helsingfors Kajsaniemi;2025;1;15;20:20;1,5;-0,3;Mulet (8/8);1020,9;88;0;5;50000;250;9;4,5
Helsingfors Kajsaniemi;2025;1;15;20:30;1,6;-0,3;Mulet (8/8);1020,5;88;0;5;50000;251;7,6;4,6
Helsingfors Kajsaniemi;2025;1;15;20:40;1,7;-0,2;Mulet (8/8);1020,3;87;0;5;50000;246;9,4;5,2
Helsingfors Kajsaniemi;2025;1;15;20:50;1,8;-0,1;Mulet (8/8);1020;88;0;5;50000;239;8,8;5,2
Helsingfors Kajsaniemi;2025;1;15;21:00;1,9;-0,1;Mulet (8/8);1019,9;87;0;5;50000;243;9,7;5,2
Helsingfors Kajsaniemi;2025;1;15;21:10;1,9;0;Mulet (8/8);1020,1;87;0;4;50000;243;10,5;6,3
Helsingfors Kajsaniemi;2025;1;15;21:20;2;0;Mulet (8/8);1019,8;87;0;5;50000;247;10,4;6,1
Helsingfors Kajsaniemi;2025;1;15;21:30;2,1;0,2;Mulet (8/8);1019,6;87;0;5;50000;241;10,6;5,6
Helsingfors Kajsaniemi;2025;1;15;21:40;2,2;0,2;Mulet (8/8);1019,5;87;0;5;50000;245;8,9;5,6
Helsingfors Kajsaniemi;2025;1;15;21:50;2,3;0,3;Mulet (8/8);1019,4;86;0;5;50000;247;11,2;5,7
Helsingfors Kajsaniemi;2025;1;15;22:00;2,4;0,5;Mulet (8/8);1019,1;87;0;5;50000;245;9,8;5,5
Helsingfors Kajsaniemi;2025;1;15;22:10;2,5;0,5;Mulet (8/8);1018,9;87;0;5;50000;247;9,4;5,7
Helsingfors Kajsaniemi;2025;1;15;22:20;2,5;0,5;Mulet (8/8);1019;87;0;4;50000;248;10,1;5,4
Helsingfors Kajsaniemi;2025;1;15;22:30;2,6;0,6;Mulet (8/8);1018,9;87;0;4;50000;243;9,5;5,7
Helsingfors Kajsaniemi;2025;1;15;22:40;2,6;0,7;Molnigt (7/8);1018,8;87;0;4;50000;240;11,7;5,5
Helsingfors Kajsaniemi;2025;1;15;22:50;2,7;0,9;Molnigt (7/8);1018,3;88;0;4;50000;236;11,7;6,1
Helsingfors Kajsaniemi;2025;1;15;23:00;2,8;0,9;Molnigt (7/8);1018,3;87;0;5;50000;239;9,6;6
Helsingfors Kajsaniemi;2025;1;15;23:10;2,8;1;Mulet (8/8);1018,1;88;0;5;50000;240;9,5;5,5
Helsingfors Kajsaniemi;2025;1;15;23:20;2,9;1;Mulet (8/8);1017,9;87;0;5;48080;243;12;6,9
Helsingfors Kajsaniemi;2025;1;15;23:30;3;1,1;Mulet (8/8);1018;88;0;5;39980;244;11,1;6,5
Helsingfors Kajsaniemi;2025;1;15;23:40;3,1;1,2;Molnigt (7/8);1017,9;88;0;4;33540;256;9,5;5,7
Helsingfors Kajsaniemi;2025;1;15;23:50;3;1,2;Molnigt (7/8);1017,7;88;0;4;25610;252;10,9;6,7
Helsingfors Kajsaniemi;2025;1;16;00:00;3,1;1,3;Molnigt (7/8);1017,7;88;0;4;20900;248;11,8;7,1
Helsingfors Kajsaniemi;2025;1;16;00:10;3,1;1,4;Molnigt (7/8);1017,5;89;0;4;24860;246;10,6;6,4
Helsingfors Kajsaniemi;2025;1;16;00:20;3,1;1,5;Molnigt (7/8);1017,6;89;0;4;18570;245;12,5;6,4
Helsingfors Kajsaniemi;2025;1;16;00:30;3,1;1,6;Molnigt (7/8);1017,4;90;0;4;19730;251;10,5;5,8
Helsingfors Kajsaniemi;2025;1;16;00:40;3,1;1,6;Molnigt (7/8);1017,4;90;0;4;21980;249;9,1;5,4
Helsingfors Kajsaniemi;2025;1;16;00:50;3,2;1,6;Mulet (8/8);1017,4;89;0;4;39120;256;8,5;5,3
Helsingfors Kajsaniemi;2025;1;16;01:00;3,2;1,7;Mulet (8/8);1017,1;90;0;4;34760;250;8,7;4,6
Helsingfors Kajsaniemi;2025;1;16;01:10;3,3;1,7;Mulet (8/8);1016,6;89;0;4;24580;244;7,3;4,6
Helsingfors Kajsaniemi;2025;1;16;01:20;3,3;1,7;Mulet (8/8);1016,4;89;0;4;19900;241;9;5,8
Helsingfors Kajsaniemi;2025;1;16;01:30;3,4;1,8;Mulet (8/8);1016,1;89;0;4;27900;242;10,1;5,9
Helsingfors Kajsaniemi;2025;1;16;01:40;3,4;1,8;Mulet (8/8);1015,9;89;0;4;23720;245;8,4;5
Helsingfors Kajsaniemi;2025;1;16;01:50;3,6;2;Mulet (8/8);1015,7;89;0;4;27960;249;8,3;5,1
Helsingfors Kajsaniemi;2025;1;16;02:00;3,6;2;Mulet (8/8);1015,5;89;0;4;29400;251;8,1;4,5
Helsingfors Kajsaniemi;2025;1;16;02:10;3,7;2;Mulet (8/8);1015,3;89;0;4;26930;249;9,4;5,5
Helsingfors Kajsaniemi;2025;1;16;02:20;3,7;2,1;Mulet (8/8);1015,3;89;0;4;41380;256;10,8;6,8
Helsingfors Kajsaniemi;2025;1;16;02:30;3,7;2,1;Mulet (8/8);1015,4;89;0;4;45080;260;9,2;5,5
Helsingfors Kajsaniemi;2025;1;16;02:40;3,7;2,1;Mulet (8/8);1015,4;89;0;4;48670;263;9,8;5,8
Helsingfors Kajsaniemi;2025;1;16;02:50;3,8;2,1;Mulet (8/8);1015,3;89;0;3;41570;256;8,6;5,3
Helsingfors Kajsaniemi;2025;1;16;03:00;3,8;2,2;Mulet (8/8);1015,2;89;0;3;39920;256;8,1;5,2
Helsingfors Kajsaniemi;2025;1;16;03:10;3,7;2,1;Mulet (8/8);1015,3;89;0;4;42390;265;8,5;5,4
Helsingfors Kajsaniemi;2025;1;16;03:20;3,8;2,2;Mulet (8/8);1015,3;89;0;4;39870;266;8,7;5,5
Helsingfors Kajsaniemi;2025;1;16;03:30;3,8;2,1;Mulet (8/8);1014,9;89;0;4;42150;262;7,7;4,9
Helsingfors Kajsaniemi;2025;1;16;03:40;3,9;2,2;Mulet (8/8);1014,8;89;0;4;44710;258;7,7;5,3
Helsingfors Kajsaniemi;2025;1;16;03:50;3,9;2,3;Mulet (8/8);1014,6;89;0;3;42230;260;8,5;5,6
Helsingfors Kajsaniemi;2025;1;16;04:00;3,8;2,1;Mulet (8/8);1014,5;89;0;3;40960;260;8,7;5,6
Helsingfors Kajsaniemi;2025;1;16;04:10;3,9;2,2;Mulet (8/8);1014,5;89;0;3;42580;257;8,3;5,5
Helsingfors Kajsaniemi;2025;1;16;04:20;3,9;2,2;Mulet (8/8);1014,5;89;0;3;39330;259;8,4;5,5
Helsingfors Kajsaniemi;2025;1;16;04:30;3,9;2,2;Mulet (8/8);1014,3;89;0;4;43800;256;8,1;5,5
Helsingfors Kajsaniemi;2025;1;16;04:40;3,9;2,2;Molnigt (7/8);1014,5;89;0;4;38950;257;8,1;5,3
Helsingfors Kajsaniemi;2025;1;16;04:50;3,8;2,2;Molnigt (7/8);1014,4;89;0;4;45500;256;8;4,7
Helsingfors Kajsaniemi;2025;1;16;05:00;3,7;2,1;Molnigt (7/8);1014,3;89;0;4;37030;264;7,9;5,2
Helsingfors Kajsaniemi;2025;1;16;05:10;3,7;2,2;Molnigt (7/8);1014,4;90;0;4;36970;261;6,9;4,9
Helsingfors Kajsaniemi;2025;1;16;05:20;3,7;2,1;Molnigt (7/8);1014,5;89;0;4;36230;263;7,5;5,3
Helsingfors Kajsaniemi;2025;1;16;05:30;3,7;2,1;Molnigt (7/8);1014,5;89;0;4;39280;267;7,2;5
Helsingfors Kajsaniemi;2025;1;16;05:40;3,7;2,1;Molnigt (7/8);1014,4;89;0;3;41030;267;7,3;4,9
Helsingfors Kajsaniemi;2025;1;16;05:50;3,7;2,1;Molnigt (7/8);1014,2;89;0;3;43070;263;6,9;4,6
Helsingfors Kajsaniemi;2025;1;16;06:00;3,7;2,1;Molnigt (7/8);1014,2;89;0;3;39420;264;6,8;4,4
Helsingfors Kajsaniemi;2025;1;16;06:10;3,6;2;Molnigt (7/8);1014,5;90;0;3;41020;265;5;3,6
Helsingfors Kajsaniemi;2025;1;16;06:20;3,5;2;Molnigt (7/8);1014,2;90;0;3;43740;267;5,7;3,6
Helsingfors Kajsaniemi;2025;1;16;06:30;3,6;2;Molnigt (7/8);1014,2;89;0;3;40240;260;5,8;3,8
Helsingfors Kajsaniemi;2025;1;16;06:40;3,5;2;Molnigt (7/8);1013,9;90;0;3;40240;256;5,9;3,6
Helsingfors Kajsaniemi;2025;1;16;06:50;3,6;2;Molnigt (7/8);1013,7;89;0;3;37300;250;5,8;3,1
Helsingfors Kajsaniemi;2025;1;16;07:00;3,6;2;Molnigt (7/8);1013,8;90;0;3;38500;253;6,1;3,6
Helsingfors Kajsaniemi;2025;1;16;07:10;3,5;2;Molnigt (7/8);1013,8;90;0;3;37250;252;5,6;3,3
Helsingfors Kajsaniemi;2025;1;16;07:20;3,5;2;Molnigt (7/8);1013,9;90;0;3;37880;261;6;4,1
Helsingfors Kajsaniemi;2025;1;16;07:30;3,5;2;Molnigt (7/8);1013,8;90;0;3;37730;260;5,8;4,2
Helsingfors Kajsaniemi;2025;1;16;07:40;3,6;2;Molnigt (7/8);1013,7;90;0;3;38380;246;6;3,9
Helsingfors Kajsaniemi;2025;1;16;07:50;3,6;2;Mulet (8/8);1013,8;90;0;3;36870;244;6,8;4,5
Helsingfors Kajsaniemi;2025;1;16;08:00;3,5;2;Molnigt (7/8);1013,9;90;0;3;40150;244;7,4;4,7
Helsingfors Kajsaniemi;2025;1;16;08:10;3,5;2;Molnigt (7/8);1014;90;0;3;30640;253;7,6;4,7
Helsingfors Kajsaniemi;2025;1;16;08:20;3,5;2,1;Molnigt (7/8);1013,9;90;0;3;33480;252;8,5;5,6
Helsingfors Kajsaniemi;2025;1;16;08:30;3,5;2;Molnigt (7/8);1014,1;90;0;2;32650;256;8,7;5,7
Helsingfors Kajsaniemi;2025;1;16;08:40;3,5;2;Mulet (8/8);1014,1;90;0;2;40850;264;9,1;5,5
Helsingfors Kajsaniemi;2025;1;16;08:50;3,4;2;Mulet (8/8);1013,9;91;0;2;35060;269;7;4,4
Helsingfors Kajsaniemi;2025;1;16;09:00;3,5;2,1;Molnigt (7/8);1013,2;91;0;2;34460;255;8,8;4,5
Helsingfors Kajsaniemi;2025;1;16;09:10;3,5;2,1;Molnigt (7/8);1013;90;0;2;18690;247;6,9;4,3
Helsingfors Kajsaniemi;2025;1;16;09:20;3,2;2,1;Molnigt (7/8);1013,9;92;0,08;2;18710;279;7;5
Helsingfors Kajsaniemi;2025;1;16;09:30;3,3;2,1;Molnigt (7/8);1013;92;0;3;38120;251;5,8;3,7
Helsingfors Kajsaniemi;2025;1;16;09:40;3,4;2,1;Molnigt (7/8);1013,3;91;0;3;34200;255;7,2;4,8
Helsingfors Kajsaniemi;2025;1;16;09:50;3,3;2;Molnigt (6/8);1013,4;92;0;3;32740;262;7,3;5,3
Helsingfors Kajsaniemi;2025;1;16;10:00;3,2;2;Molnigt (6/8);1013,1;92;0;3;36480;260;7,1;5,3
Helsingfors Kajsaniemi;2025;1;16;10:10;3,2;2,1;Molnigt (7/8);1013,1;92;0;3;35390;260;8,7;5,3
Helsingfors Kajsaniemi;2025;1;16;10:20;3,2;2;Molnigt (7/8);1013,5;92;0;2;38000;261;7,8;5,7
Helsingfors Kajsaniemi;2025;1;16;10:30;3,2;2;Molnigt (7/8);1013,5;92;0;2;36710;268;7,2;5,1
Helsingfors Kajsaniemi;2025;1;16;10:40;3,2;2;Molnigt (6/8);1013,6;92;0;2;39490;264;7;5,2
Helsingfors Kajsaniemi;2025;1;16;10:50;3,1;2;Molnigt (6/8);1013,8;92;0;2;48040;267;7,9;5
Helsingfors Kajsaniemi;2025;1;16;11:00;3,3;2;Molnigt (7/8);1013,7;92;0;2;37870;269;7,9;5,2
Helsingfors Kajsaniemi;2025;1;16;11:10;3,3;2;Molnigt (7/8);1014;91;0;2;41370;274;7,1;5
Helsingfors Kajsaniemi;2025;1;16;11:20;3,4;2,1;Molnigt (7/8);1014;91;0;2;42840;275;7,1;4,9
Helsingfors Kajsaniemi;2025;1;16;11:30;3,5;2,1;Molnigt (7/8);1014,1;91;0;2;40450;276;7,4;5,1
Helsingfors Kajsaniemi;2025;1;16;11:40;3,4;2;Molnigt (7/8);1014,1;91;0;2;38460;274;7,7;5,1
Helsingfors Kajsaniemi;2025;1;16;11:50;3,5;2,1;Molnigt (7/8);1014,1;91;0;2;46800;265;8,1;4,9
Helsingfors Kajsaniemi;2025;1;16;12:00;3,4;2,1;Molnigt (7/8);1013,9;91;0;2;39910;263;6,6;4,8
Helsingfors Kajsaniemi;2025;1;16;12:10;3,6;2,1;Molnigt (7/8);1014;90;0;2;43750;266;7,5;5,3
Helsingfors Kajsaniemi;2025;1;16;12:20;3,6;2,2;Molnigt (7/8);1014;90;0;2;42500;270;8,2;5,4
Helsingfors Kajsaniemi;2025;1;16;12:30;3,7;2,2;Molnigt (7/8);1013,8;90;0;2;44690;272;7,3;4,5
Helsingfors Kajsaniemi;2025;1;16;12:40;3,9;2,4;Halv klart (4/8);1013,7;90;0;2;50000;270;6,6;4,5
Helsingfors Kajsaniemi;2025;1;16;12:50;4;2,4;Mest klart (2/8);1013,7;90;0;2;50000;272;7;4,2
Helsingfors Kajsaniemi;2025;1;16;13:00;4,1;2,4;Klart (0/8);1013,5;89;0;2;41710;266;6;4,1
Helsingfors Kajsaniemi;2025;1;16;13:10;4,3;2,5;Klart (0/8);1013,7;88;0;2;47550;266;5,7;4,2
Helsingfors Kajsaniemi;2025;1;16;13:20;4,5;2,5;Klart (0/8);1013,7;87;0;2;46090;266;5,6;4
Helsingfors Kajsaniemi;2025;1;16;13:30;4,8;2,6;Klart (0/8);1013,6;86;0;2;48720;266;5,5;4,2
Helsingfors Kajsaniemi;2025;1;16;13:40;4,6;2,5;Klart (0/8);1013,8;87;0;2;50000;267;4,8;3,4
Helsingfors Kajsaniemi;2025;1;16;13:50;4,7;2,5;Klart (0/8);1013,9;86;0;2;50000;272;5,2;3,7
Helsingfors Kajsaniemi;2025;1;16;14:00;4,9;2,6;Klart (0/8);1013,8;85;0;2;50000;278;5,7;3,8
Helsingfors Kajsaniemi;2025;1;16;14:10;5,1;2,6;Klart (0/8);1014;83;0;2;50000;278;5,9;4,3
Helsingfors Kajsaniemi;2025;1;16;14:20;5,2;2,6;Klart (1/8);1014,1;83;0;2;50000;283;5,7;4,3
Helsingfors Kajsaniemi;2025;1;16;14:30;5,2;2,6;Klart (1/8);1014;83;0;2;50000;280;5,1;3,7
Helsingfors Kajsaniemi;2025;1;16;14:40;5,4;2,7;Klart (1/8);1013,9;83;0;2;50000;279;5,6;4,1
Helsingfors Kajsaniemi;2025;1;16;14:50;5,4;2,7;Klart (0/8);1013,9;83;0;2;50000;279;6,7;4,2
Helsingfors Kajsaniemi;2025;1;16;15:00;5,3;2,6;Klart (0/8);1013,9;83;0;2;50000;281;5,5;3,5
Helsingfors Kajsaniemi;2025;1;16;15:10;5,4;2,7;Klart (0/8);1014,2;83;0;0;50000;285;5,9;3,9
Helsingfors Kajsaniemi;2025;1;16;15:20;5,5;2,8;Mest klart (3/8);1014,2;83;0;2;50000;281;5,9;4
Helsingfors Kajsaniemi;2025;1;16;15:30;5,5;2,7;Halv klart (4/8);1014,4;83;0;2;50000;275;5,9;4,2
Helsingfors Kajsaniemi;2025;1;16;15:40;5,3;2,6;Mest klart (2/8);1014,6;83;0;2;50000;277;5,9;3,9
Helsingfors Kajsaniemi;2025;1;16;15:50;5,2;2,7;Klart (1/8);1014,6;84;0;2;50000;265;4,8;3,6
Helsingfors Kajsaniemi;2025;1;16;16:00;5,2;2,6;Klart (0/8);1014,4;84;0;2;50000;255;5,3;3,6
Helsingfors Kajsaniemi;2025;1;16;16:10;5,2;2,7;Klart (0/8);1014,6;84;0;2;50000;257;5,9;3,9
Helsingfors Kajsaniemi;2025;1;16;16:20;5,3;2,7;Klart (0/8);1014,7;83;0;2;50000;260;5,4;3,8
Helsingfors Kajsaniemi;2025;1;16;16:30;5,2;2,7;Klart (0/8);1014,7;84;0;2;50000;256;5,5;3,7
Helsingfors Kajsaniemi;2025;1;16;16:40;5;2,6;Klart (0/8);1014,7;84;0;2;50000;256;5,9;3,9
Helsingfors Kajsaniemi;2025;1;16;16:50;4,9;2,5;Klart (1/8);1014,6;85;0;2;50000;258;5,9;4,2
Helsingfors Kajsaniemi;2025;1;16;17:00;4,8;2,5;Mest klart (2/8);1014,4;85;0;2;50000;252;6,6;4,5
Helsingfors Kajsaniemi;2025;1;16;17:10;4,8;2,6;Halv klart (5/8);1014,5;86;0;2;50000;258;6,7;4,6
Helsingfors Kajsaniemi;2025;1;16;17:20;4,5;2,4;Molnigt (7/8);1014,4;86;0;2;50000;262;6,6;4,4
Helsingfors Kajsaniemi;2025;1;16;17:30;4,5;2,5;Molnigt (7/8);1014,4;87;0;2;50000;259;7,2;4,9
Helsingfors Kajsaniemi;2025;1;16;17:40;4,4;2,5;Molnigt (7/8);1014,4;87;0;2;50000;254;7,8;5,1
Helsingfors Kajsaniemi;2025;1;16;17:50;4,4;2,4;Molnigt (7/8);1014,4;87;0;2;50000;257;8;5,3
Helsingfors Kajsaniemi;2025;1;16;18:00;4,5;2,5;Molnigt (7/8);1014,6;87;0;2;50000;256;7,8;5,3
Helsingfors Kajsaniemi;2025;1;16;18:10;4,4;2,4;Halv klart (5/8);1014,6;87;0;2;50000;260;6,8;5
Helsingfors Kajsaniemi;2025;1;16;18:20;4,3;2,3;Mest klart (3/8);1014,7;87;0;2;50000;258;6,5;4,7
Helsingfors Kajsaniemi;2025;1;16;18:30;4,6;2,5;Klart (1/8);1014,6;86;0;2;50000;269;7,3;4,5
Helsingfors Kajsaniemi;2025;1;16;18:40;4,6;2,4;Klart (0/8);1014,6;86;0;2;50000;276;8,2;5,5
Helsingfors Kajsaniemi;2025;1;16;18:50;4,5;2,4;Klart (0/8);1014,7;86;0;2;50000;275;8,4;5,5
Helsingfors Kajsaniemi;2025;1;16;19:00;4,6;2,4;Klart (0/8);1014,7;86;0;2;50000;277;7,8;5,2
Helsingfors Kajsaniemi;2025;1;16;19:10;4,5;2,3;Klart (0/8);1014,6;86;0;2;50000;282;7,4;5,1
Helsingfors Kajsaniemi;2025;1;16;19:20;4,7;2,4;Klart (0/8);1014,4;85;0;2;50000;275;7,7;5,2
Helsingfors Kajsaniemi;2025;1;16;19:30;4,7;2,4;Klart (0/8);1014,3;85;0;2;50000;285;7,6;5,1
Helsingfors Kajsaniemi;2025;1;16;19:40;4,9;2,4;Klart (0/8);1014,3;84;0;2;50000;284;7,3;5
Helsingfors Kajsaniemi;2025;1;16;19:50;5;2,4;Klart (0/8);1014,3;84;0;2;50000;288;7,6;5,2
Helsingfors Kajsaniemi;2025;1;16;20:00;4,8;2,4;Klart (0/8);1014,3;84;0;2;50000;292;6,7;4,3
Helsingfors Kajsaniemi;2025;1;16;20:10;4,8;2,3;Klart (0/8);1014,3;84;0;2;50000;288;7,6;4,3
Helsingfors Kajsaniemi;2025;1;16;20:20;4,9;2,4;Klart (0/8);1014,3;83;0;2;50000;283;7,3;4,9
Helsingfors Kajsaniemi;2025;1;16;20:30;4,9;2,2;Klart (0/8);1014,4;83;0;2;50000;291;6,9;3,7
Helsingfors Kajsaniemi;2025;1;16;20:40;4,9;2,4;Klart (0/8);1014,6;84;0;2;50000;290;7,6;4,9
Helsingfors Kajsaniemi;2025;1;16;20:50;4,7;2,3;Klart (0/8);1014,7;84;0;2;50000;294;6;4,1
Helsingfors Kajsaniemi;2025;1;16;21:00;4,5;2,2;Klart (0/8);1014,8;85;0;2;50000;296;6,7;4,1
Helsingfors Kajsaniemi;2025;1;16;21:10;4,9;2,3;Klart (0/8);1014,7;84;0;2;50000;294;6,7;4,2
Helsingfors Kajsaniemi;2025;1;16;21:20;4,9;2,2;Klart (0/8);1014,9;83;0;2;50000;298;6,4;4,2
Helsingfors Kajsaniemi;2025;1;16;21:30;5,3;2,4;Klart (0/8);1014,9;82;0;2;50000;298;6,1;4,2
Helsingfors Kajsaniemi;2025;1;16;21:40;5,3;2,3;Klart (0/8);1014,9;81;0;2;50000;291;6,3;3,8
Helsingfors Kajsaniemi;2025;1;16;21:50;5,7;2,4;Klart (0/8);1015;79;0;2;50000;299;6,8;4,4
Helsingfors Kajsaniemi;2025;1;16;22:00;5,8;2,3;Klart (0/8);1015,2;78;0;0;50000;296;8,2;4,7
Helsingfors Kajsaniemi;2025;1;16;22:10;6;2,4;Klart (0/8);1015,1;78;0;2;50000;290;7,8;4,9
Helsingfors Kajsaniemi;2025;1;16;22:20;5,9;2,3;Klart (0/8);1015,1;78;0;2;50000;299;8,3;5
Helsingfors Kajsaniemi;2025;1;16;22:30;5,9;2,3;Klart (0/8);1015,2;78;0;2;50000;304;7,9;5,1
Helsingfors Kajsaniemi;2025;1;16;22:40;5,7;2,2;Klart (0/8);1015,1;78;0;2;50000;302;7;4,2
Helsingfors Kajsaniemi;2025;1;16;22:50;5,5;2,2;Klart (0/8);1015,2;79;0;2;50000;306;6,3;4,4
Helsingfors Kajsaniemi;2025;1;16;23:00;5,3;2,2;Klart (0/8);1015,3;80;0;2;50000;310;6,2;4,1
Helsingfors Kajsaniemi;2025;1;16;23:10;5,8;2,3;Klart (0/8);1015,4;78;0;2;50000;295;6,2;4,2
Helsingfors Kajsaniemi;2025;1;16;23:20;5,2;1,9;Klart (0/8);1015,8;79;0;2;50000;297;5,5;3,3
Helsingfors Kajsaniemi;2025;1;16;23:30;5,5;2,2;Klart (0/8);1015,9;79;0;2;50000;291;4,7;3,2
Helsingfors Kajsaniemi;2025;1;16;23:40;5,4;2,1;Klart (0/8);1016;79;0;2;50000;277;5,2;3,5
Helsingfors Kajsaniemi;2025;1;16;23:50;5,3;2,1;Klart (0/8);1016,1;80;0;2;50000;286;5,2;3,3
Helsingfors Kajsaniemi;2025;1;17;00:00;5;2,2;Klart (0/8);1016,2;82;0;2;50000;284;5,1;3,2
Helsingfors Kajsaniemi;2025;1;17;00:10;4,4;2;Klart (0/8);1016,4;84;0;2;50000;281;4,7;3
Helsingfors Kajsaniemi;2025;1;17;00:20;4,8;2,3;Klart (0/8);1016,4;84;0;2;50000;277;4,2;3,1
Helsingfors Kajsaniemi;2025;1;17;00:30;5,1;2,3;Klart (0/8);1016,4;82;0;2;50000;276;5,7;4,1
Helsingfors Kajsaniemi;2025;1;17;00:40;5;2,1;Klart (0/8);1016,6;82;0;2;50000;281;5,3;4
Helsingfors Kajsaniemi;2025;1;17;00:50;4,4;1,9;Klart (0/8);1016,7;84;0;2;50000;281;4,4;3
Helsingfors Kajsaniemi;2025;1;17;01:00;3,7;1,5;Klart (0/8);1016,9;86;0;2;50000;278;4,5;2,8
Helsingfors Kajsaniemi;2025;1;17;01:10;4,7;2,2;Klart (0/8);1016,8;84;0;2;50000;275;4,9;2,9
Helsingfors Kajsaniemi;2025;1;17;01:20;5;2,1;Klart (0/8);1016,8;81;0;2;50000;266;5,1;3,8
Helsingfors Kajsaniemi;2025;1;17;01:30;4,6;2;Klart (0/8);1017,1;83;0;2;50000;269;5,7;4,1
Helsingfors Kajsaniemi;2025;1;17;01:40;4,6;2,1;Klart (0/8);1017,2;84;0;2;50000;267;5,8;4,4
Helsingfors Kajsaniemi;2025;1;17;01:50;4,6;2;Klart (1/8);1017,3;83;0;2;50000;269;5,9;4,4
Helsingfors Kajsaniemi;2025;1;17;02:00;4,4;1,9;Klart (1/8);1017,4;84;0;2;50000;272;5,1;3,8
Helsingfors Kajsaniemi;2025;1;17;02:10;4,3;1,8;Klart (1/8);1017,4;84;0;2;50000;271;5,3;4,1
Helsingfors Kajsaniemi;2025;1;17;02:20;4,2;1,9;Klart (0/8);1017,5;85;0;2;50000;278;5,5;3,8
Helsingfors Kajsaniemi;2025;1;17;02:30;4,1;1,8;Klart (0/8);1017,7;85;0;2;50000;278;4,7;3
Helsingfors Kajsaniemi;2025;1;17;02:40;3,7;1,7;Klart (0/8);1018;87;0;2;50000;283;4,1;2,7
Helsingfors Kajsaniemi;2025;1;17;02:50;3,9;1,8;Klart (0/8);1018;86;0;2;50000;281;5,9;3,5
Helsingfors Kajsaniemi;2025;1;17;03:00;3,9;1,8;Klart (0/8);1018,2;86;0;2;50000;283;5,1;3,5
